键,键族,语义路径样本,S1_defaults.json,S2_出厂模板,S3_CLI骨架,S4_合同schema,S5_代码兜底,S6_登记册
pixel_scale,pixel_scale,pixel_scale,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[37] field=pixel_scale (doc docs/plugins/algorithms_phase1/08_drizzle.md:50, module 08_drizzle, finding=unregistered) [registered_at=-]"
pixfrac,algorithm_drizzle_pixfrac、blocks、drizzle、drizzle_config、signal,algorithm_drizzle_pixfrac；blocks.drizzle.pixfrac；drizzle.pixfrac；drizzle_config.pixfrac；signal.normalization.pixfrac,值[0.8] @eng/packaging/config/defaults.json#fields[key=drizzle.pixfrac] [authority_status=owner_adjudicated],值[0.8] @eng/packaging/config/templates/normalize.phase_config.json#blocks.[].drizzle.pixfrac [phase=normalize],值[1.0] @lib/infrastructure/cli/session_commands.h#config_fields(normalize).drizzle [normalize],值[exclusiveMinimum=0;maximum=1] @eng/contracts/schemas/phase_config_normalize.schema.json#/drizzle_config/pixfrac ; eng/contracts/schemas/phase_config_normalize.schema.json#/algorithm_drizzle_pixfrac ; eng/contracts/schemas/product_family_field_constraints.schema.json#/signal/normalization/pixfrac ||| 值[default=0.8;exclusiveMinimum=0;maximum=1] @lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/drizzle/pixfrac,"值[1.0 ×15 (value(""k"",d),声明/赋值 k=,成员/赋值 grid.k=,成员/赋值 hmeta.k=,成员/赋值 p.k_corr.domain.k=) @lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.h:27; lib/algorithms/drizzle/healpix_drizzle/reverse_drizzle.h:39; lib/algorithms/drizzle/healpix_drizzle/v6_spherical_overlap.h:35; lib/algorithms/drizzle/src/module_entry.cpp:359 ## 0.0 ×3 (声明/赋值 k=) @lib/algorithms/coverage/src/sampler.cpp:122; lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.cpp:54; lib/infrastructure/aio/v6/include/astro/aio/v6_provenance.h:71 ## 0.8 ×3 (contains(""k"")?x:d,声明/赋值 k=,成员/赋值 p.k_corr.domain.k=) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:475; lib/infrastructure/pipeline/orchestrator/cpp/include/json_config.h:67; lib/infrastructure/pipeline/orchestrator/cpp/src/json_config.cpp:712] @21 处 / 6 个位点（前 4: contains(""k"")?x:d; value(""k"",d); 声明/赋值 k=; 成员/赋值 grid.k=）；全量见 side5_位点.log","值[declared_default=""1.0"" ｜note默认值断言: 默认1.0] @eng/packaging/config/config_registry.json#plugin_knobs[36] registered_key=drizzle.pixfrac (doc docs/plugins/algorithms_phase1/08_drizzle.md:49, module 08_drizzle, finding=none) [registered_at=eng/packaging/config/defaults.json#fields[].key=drizzle.pixfrac]"
plane.dtype,plane,plane.dtype,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""float32"",""float64"",""u8""]] @eng/contracts/data/phase_product_exchange.schema.json#/plane/dtype",该侧无此项,该侧无此项
plane_decl.dtype,covariance,covariance.plane_decl.dtype,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""float32"",""float64""]] @eng/contracts/schemas/product_family_field_constraints.schema.json#/covariance/plane_decl/dtype",该侧无此项,该侧无此项
plane_decl.units,covariance,covariance.plane_decl.units,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""ADU^2"",""ADU^2/sr^2"",""sr^2/ADU^2"",""BUNIT^2"",""1/BUNIT^2""]] @eng/contracts/schemas/product_family_field_constraints.schema.json#/covariance/plane_decl/units",该侧无此项,该侧无此项
plane_id,plane,plane.plane_id,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""signal"",""support"",""variance"",""ivar"",""mask""]] @eng/contracts/data/phase_product_exchange.schema.json#/plane/plane_id",该侧无此项,该侧无此项
platesolve,execution,execution.stage_timeout_sec.platesolve,该侧无此项,该侧无此项,该侧无此项,值[exclusiveMinimum=0] @lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/execution/stage_timeout_sec/platesolve,"值[""PLATESOLVE"" ×1 (具名常量 PLATESOLVE) @lib/infrastructure/pipeline/orchestrator/cpp/include/resource_monitor.h:42] @1 处 / 1 个位点（前 4: 具名常量 PLATESOLVE）；全量见 side5_位点.log",该侧无此项
precision,precision,precision,"值[""fp64""] @eng/packaging/config/defaults.json#fields[key=precision.default] [authority_status=sourced]",该侧无此项,该侧无此项,"值[enum=[""float32"",""float64"",""integer""]] @eng/contracts/schemas/unified/coverage.schema.json#/precision ; eng/contracts/schemas/unified/depth_m5.schema.json#/precision ; eng/contracts/schemas/unified/frame_snr.schema.json#/precision ; eng/contracts/schemas/unified/ivar.schema.json#/precision ; eng/contracts/schemas/unified/point_information.schema.json#/precision ; eng/contracts/schemas/unified/provenance.schema.json#/precision ; eng/contracts/schemas/unified/rejection.schema.json#/precision ; eng/contracts/schemas/unified/signal.schema… ||| 值[enum=[""fp32"",""fp64""]] @eng/contracts/schemas/phase_config_export.schema.json#/precision ; eng/contracts/schemas/phase_config_mosaic.schema.json#/precision ; lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/precision",该侧无此项,该侧无此项
precision_mode,blocks、drizzle、drizzle_config,blocks.drizzle.precision_mode；drizzle.precision_mode；drizzle_config.precision_mode,该侧无此项,值[1] @eng/packaging/config/templates/normalize.phase_config.json#blocks.[].drizzle.precision_mode [phase=normalize],值[1] @lib/infrastructure/cli/session_commands.h#config_fields(normalize).drizzle [normalize],"值[enum=[0,1]] @eng/contracts/schemas/phase_config_normalize.schema.json#/drizzle_config/precision_mode","值[0 ×4 (声明/赋值 k=,成员/赋值 config.k=) @lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.h:39; lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.cpp:999; lib/infrastructure/aio/include/hiss_format.h:326; lib/infrastructure/pipeline/orchestrator/cpp/src/main.cpp:144 ## 1 ×4 (成员/赋值 config.k=,成员/赋值 pimpl_->metadata.k=) @lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.cpp:992; lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.cpp:996; lib/infrastructure/aio/src/hiss_writer.cpp:804; lib/infrastructure/aio/src/hiss_writer.cpp:980 ## -1 ×1 (value(""k"",d)) @lib/infrastructure/scheduler/src/module_adapters.cpp:7523 ## -1.0 ×1 (value(""k"",d)) @lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:3548] @10 处 / 4 个位点（前 4: value(""k"",d); 声明/赋值 k=; 成员/赋值 config.k=; 成员/赋值 pimpl_->metadata.k=）；全量见 side5_位点.log",该侧无此项
prerelease,prerelease,prerelease,该侧无此项,该侧无此项,该侧无此项,"值[const=""alpha""] @eng/contracts/schemas/version.schema.json#/prerelease",该侧无此项,该侧无此项
producer_phase,role_binding,role_binding.producer_phase,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""phase1"",""phase2"",""phase3""]] @eng/contracts/data/phase_product_exchange.schema.json#/role_binding/items/producer_phase",该侧无此项,该侧无此项
product_role,product_role,product_role,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""phase1_product_v1"",""phase2_mosaic_v1"",""phase3_planar_fits_v1""]] @eng/contracts/data/phase_product_exchange.schema.json#/product_role ||| 值[const=""phase1_product_v1""] @eng/contracts/data/phase_product_exchange.schema.json#/if/product_role ||| 值[const=""phase2_mosaic_v1""] @eng/contracts/data/phase_product_exchange.schema.json#/else/if/product_role ||| 值[const=""phase3_planar_fits_v1""] @eng/contracts/data/phase_product_exchange.schema.json#/else/else/if/product_role",该侧无此项,该侧无此项
projection,export、export_wcs、product_content、projection,export.config.wcs.projection；export_wcs.projection；product_content.geometry.fits.projection；projection,该侧无此项,该侧无此项,值[该侧无此项(键名列进 --help；json==nullptr ⇒ 不写入模板)] @lib/infrastructure/cli/session_commands.h#config_fields(export).projection [export],"值[const=""TAN""] @eng/contracts/data/phase_product_exchange.schema.json#/product_content/geometry/fits/projection ||| 值[enum=[""tan"",""sin"",""car"",""ait"",""stg"",""mol"",""cea"",""zea""]] @eng/contracts/schemas/phase_config_export.schema.json#/export_wcs/projection","值[""TAN"" ×4 (具名常量 projection,声明/赋值 k=,成员/赋值 d->k=) @lib/algorithms/projection/p3_wcs.h:22; lib/infrastructure/scheduler/src/module_adapters.cpp:13527; lib/infrastructure/scheduler/src/module_adapters.cpp:13818 ## nullptr ×2 (contains(""k"")?x:d) @lib/infrastructure/cli/runtime_client.cpp:68; lib/infrastructure/scheduler/src/module_adapters.cpp:13546] @6 处 / 4 个位点（前 4: contains(""k"")?x:d; 具名常量 projection; 声明/赋值 k=; 成员/赋值 d->k=）；全量见 side5_位点.log","值[declared_default=""tan"" ｜note默认值断言: 缺省tan] @eng/packaging/config/config_registry.json#plugin_knobs[55] registered_key=export.config.wcs.projection (doc docs/plugins/algorithms_phase3/14_projection.md:36, module 14_projection, finding=none) [registered_at=eng/contracts/schemas/phase_config_export.schema.json#/$defs/export_wcs/properties/projection]"
projection_code,projection_code,projection_code,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""TAN"",""SIN"",""CAR"",""AIT"",""STG"",""MOL"",""CEA"",""ZEA""]] @eng/contracts/schemas/phase_config_export.schema.json#/projection_code",该侧无此项,该侧无此项
projections.id,projections,projections.id,该侧无此项,该侧无此项,该侧无此项,值[minimum=0] @eng/contracts/schemas/projection_registry.schema.json#/projections/items/id,该侧无此项,该侧无此项
propagation,covariance,covariance.propagation,该侧无此项,该侧无此项,该侧无此项,"值[const=""C_out = R C_in R^T""] @eng/contracts/schemas/product_family_field_constraints.schema.json#/covariance/propagation","值[""C_out = R C_in R^T"" ×2 (声明/赋值 k=,成员/赋值 rec.k=) @lib/algorithms/calibration/include/astrocs/calibration/v6_calibration_covariance.h:314; lib/algorithms/calibration/src/v6_calibration_covariance.cpp:658] @2 处 / 2 个位点（前 4: 声明/赋值 k=; 成员/赋值 rec.k=）；全量见 side5_位点.log",该侧无此项
provider,kernel_v2、kernels,kernel_v2.provider；kernels.provider,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""baseline"",""avx2"",""avx512""]] @eng/contracts/schemas/cpu_profile.schema.json#/kernels/additionalProperties/provider ; eng/contracts/schemas/cpu_profile.schema.json#/kernel_v2/provider","值[""baseline"" ×14 (value(""k"",d),成员/赋值 d.k=,成员/赋值 e.k=,成员/赋值 r.k=,成员/赋值 w.k=) @lib/infrastructure/benchmark/backend_host/bench_report.cpp:113; lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:173; lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:181; lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:198 ## ""cpu_baseline"" ×3 (声明/赋值 k=) @lib/algorithms/integration/v6/include/astrocs/v6/phase2_integrate.h:129; lib/algorithms/integration/v6_phase1/include/astrocs/v6/phase1_product.h:113; lib/phase3_session/p3_v6_export.h:161 ## """" ×2 (value(""k"",d)) @lib/infrastructure/benchmark/backend_host/bench_report.cpp:375; lib/infrastructure/benchmark/backend_host/profile_gen_v2.cpp:698 ## ""approximations"" ×1 (value(""k"",d)) @lib/infrastructure/aio/v6/src/v6_provenance.cpp:56] @20 处 / 6 个位点（前 4: value(""k"",d); 声明/赋值 k=; 成员/赋值 d.k=; 成员/赋值 e.k=）；全量见 side5_位点.log",该侧无此项
psf,execution,execution.stage_timeout_sec.psf,该侧无此项,该侧无此项,该侧无此项,值[exclusiveMinimum=0] @lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/execution/stage_timeout_sec/psf,"值[""PSF"" ×1 (具名常量 PSF) @lib/infrastructure/pipeline/orchestrator/cpp/include/resource_monitor.h:43 ## AIO_BLOCK_FLOAT64 ×1 (value(""k"",d)) @lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:2400] @2 处 / 2 个位点（前 4: value(""k"",d); 具名常量 PSF）；全量见 side5_位点.log",该侧无此项
psf.tolerance,psf,psf.tolerance,该侧无此项,该侧无此项,该侧无此项,值[exclusiveMinimum=0] @lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/psf/tolerance,该侧无此项,该侧无此项
psf_spatial_order,psf_spatial_order,psf_spatial_order,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""0"" ｜note默认值断言: 默认0] @eng/packaging/config/config_registry.json#plugin_knobs[17] field=psf_spatial_order (doc docs/plugins/algorithms_phase1/04_psf.md:35, module 04_psf, finding=gap) [registered_at=-]"
psf_uniformity_gate,psf_uniformity_gate,psf_uniformity_gate,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[18] field=psf_uniformity_gate (doc docs/plugins/algorithms_phase1/04_psf.md:36, module 04_psf, finding=unregistered) [registered_at=-]"
psfsw,psfsw,psfsw,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""ivar"",""inverse_variance"",""variance"",""var"",""sigma"",""sigma2"",""fisher"",""fisher_information"",""information"",""w_info"",""w_psf""]] @eng/contracts/schemas/product_family_field_constraints.schema.json#/psfsw/not",该侧无此项,该侧无此项
psfsw.weight,psfsw,psfsw.weight,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""ivar"",""inverse_variance"",""variance"",""var"",""sigma"",""sigma2"",""fisher"",""fisher_information"",""information"",""w_info"",""w_psf""]] @eng/contracts/schemas/product_family_field_constraints.schema.json#/psfsw/weight/not",该侧无此项,该侧无此项
psfsw_boundary.method,covariance,covariance.psfsw_boundary.method,该侧无此项,该侧无此项,该侧无此项,"值[const=""propagated_from_composite_coefficients""] @eng/contracts/schemas/product_family_field_constraints.schema.json#/covariance/psfsw_boundary/method",该侧无此项,该侧无此项
psfsw_enable,psfsw_enable,psfsw_enable,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""true"" ｜note默认值断言: 默认true] @eng/packaging/config/config_registry.json#plugin_knobs[31] field=psfsw_enable (doc docs/plugins/algorithms_phase1/07_noise_snr.md:182, module 07_noise_snr, finding=gap) [registered_at=-]"
psfsw_robust_weight,units,units.bunit_semantics.pixel_area_power_defaults.psfsw_robust_weight,该侧无此项,该侧无此项,该侧无此项,值[const=0] @eng/contracts/schemas/product_family_field_constraints.schema.json#/units/bunit_semantics/pixel_area_power_defaults/psfsw_robust_weight,"值[""1"" ×1 (声明/赋值 k=) @lib/algorithms/integration/v6_phase1/include/astrocs/v6/phase1_product.h:36 ## ""psfsw"" ×1 (value(""k"",d)) @lib/algorithms/coverage/src/coverage.cpp:396] @2 处 / 2 个位点（前 4: value(""k"",d); 声明/赋值 k=）；全量见 side5_位点.log",该侧无此项
q,units,units.bunit_semantics.pixel_area_power_defaults.q,该侧无此项,该侧无此项,该侧无此项,值[const=0] @eng/contracts/schemas/product_family_field_constraints.schema.json#/units/bunit_semantics/pixel_area_power_defaults/Q,该侧无此项,该侧无此项
q_combined,point_information,point_information.independent_frame_combination.q_combined,该侧无此项,该侧无此项,该侧无此项,"值[const=""Q = Sum_k Q_k""] @eng/contracts/schemas/product_family_field_constraints.schema.json#/point_information/independent_frame_combination/Q_combined",该侧无此项,该侧无此项
query_limit,query_limit,query_limit,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[90] field=query_limit (doc docs/plugins/infrastructure/22_gaia_xpsd_client.md:62, module 22_gaia_xpsd_client, finding=unregistered) [registered_at=-]"
