类型,符号或键,位点,现行值,机判档,赋值形态,该行原文
具名,yl,lib/algorithms/star_detection/src/sdet_background.cpp:347,1.0,③未见于条文面,字面量硬编码·条文面零提及,if (yl < 0) { yl = 0; dy -= 1.0; }
具名,yl,lib/algorithms/star_detection/src/sdet_background.cpp:348,1.0,③未见于条文面,字面量硬编码·条文面零提及,else if (yl >= ny - 1) { yl = ny < 2 ? 0 : ny - 2; dy += 1.0; }
具名,cdx,lib/algorithms/star_detection/src/sdet_background.cpp:351,1.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double cdx = 1.0 - dx;
具名,dx,lib/algorithms/star_detection/src/sdet_background.cpp:368,0.5,③未见于条文面,随输入算出（可导出，但须登记导出式）,double dx = (double)x / bmap->mesh_width - 0.5;
具名,dy,lib/algorithms/star_detection/src/sdet_background.cpp:369,0.5,③未见于条文面,随输入算出（可导出，但须登记导出式）,double dy = (double)y / bmap->mesh_height - 0.5;
具名,xl,lib/algorithms/star_detection/src/sdet_background.cpp:376,1.0,③未见于条文面,字面量硬编码·条文面零提及,if (xl < 0) { xl = 0; dx -= 1.0; }
具名,xl,lib/algorithms/star_detection/src/sdet_background.cpp:377,1.0,③未见于条文面,字面量硬编码·条文面零提及,else if (xl >= nx - 1) { xl = nx < 2 ? 0 : nx - 2; dx += 1.0; }
具名,yl,lib/algorithms/star_detection/src/sdet_background.cpp:379,1.0,③未见于条文面,字面量硬编码·条文面零提及,if (yl < 0) { yl = 0; dy -= 1.0; }
具名,yl,lib/algorithms/star_detection/src/sdet_background.cpp:380,1.0,③未见于条文面,字面量硬编码·条文面零提及,else if (yl >= ny - 1) { yl = ny < 2 ? 0 : ny - 2; dy += 1.0; }
具名,cdx,lib/algorithms/star_detection/src/sdet_background.cpp:383,1.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double cdx = 1.0 - dx;
具名,bkg,lib/algorithms/star_detection/src/sdet_detector.cpp:185,0.0f,③未见于条文面,字面量硬编码·条文面零提及,"float bkg = 0.0f, sigma = 0.0f;"
具名,sum_wx,lib/algorithms/star_detection/src/sdet_detector.cpp:221,0.0,③未见于条文面,字面量硬编码·条文面零提及,"double sum_wx = 0.0, sum_wy = 0.0, sum_w = 0.0;"
具名,cx,lib/algorithms/star_detection/src/sdet_detector.cpp:240,0.5,③未见于条文面,随输入算出（可导出，但须登记导出式）,cx = (cc->x0 + cc->x1) * 0.5;
具名,cy,lib/algorithms/star_detection/src/sdet_detector.cpp:241,0.5,③未见于条文面,随输入算出（可导出，但须登记导出式）,cy = (cc->y0 + cc->y1) * 0.5;
具名,sum_top,lib/algorithms/star_detection/src/sdet_detector.cpp:256,0.0f,③未见于条文面,字面量硬编码·条文面零提及,float sum_top = 0.0f;
具名,kurtosis,lib/algorithms/star_detection/src/sdet_detector.cpp:262,0.0f,③未见于条文面,字面量硬编码·条文面零提及,float kurtosis = 0.0f;
具名,m2,lib/algorithms/star_detection/src/sdet_detector.cpp:264,0.0,③未见于条文面,字面量硬编码·条文面零提及,"double m2 = 0.0, m4 = 0.0;"
具名,snr,lib/algorithms/star_detection/src/sdet_detector.cpp:287,0.0f,③未见于条文面,字面量硬编码·条文面零提及,float snr = (sigma > 0.0f) ? (peak - bkg) / sigma : 0.0f;
具名,bandwidth,lib/algorithms/star_detection/src/sdet_detector.cpp:354,1.0f,③未见于条文面,字面量硬编码·条文面零提及,if (bandwidth < 1.0f) bandwidth = 1.0f;
具名,sum,lib/algorithms/star_detection/src/sdet_image.cpp:34,0.0,③未见于条文面,字面量硬编码·条文面零提及,double sum = 0.0;
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:48,0.0,③未见于条文面,字面量硬编码·条文面零提及,double val = 0.0;
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:55,0.0,③未见于条文面,字面量硬编码·条文面零提及,double val = 0.0;
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:62,0.0,③未见于条文面,字面量硬编码·条文面零提及,double val = 0.0;
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:74,0.0,③未见于条文面,字面量硬编码·条文面零提及,double val = 0.0;
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:82,0.0,③未见于条文面,字面量硬编码·条文面零提及,double val = 0.0;
具名,q,lib/algorithms/star_detection/src/sdet_image.cpp:101,0.26891;1.0;3.97156;4.14554,③未见于条文面,随输入算出（可导出，但须登记导出式）,q = 3.97156 - 4.14554 * std::sqrt(1.0 - 0.26891 * sigma);
具名,q,lib/algorithms/star_detection/src/sdet_image.cpp:103,0.96330;0.98711,③未见于条文面,随输入算出（可导出，但须登记导出式）,q = 0.98711 * sigma - 0.96330;
具名,b0,lib/algorithms/star_detection/src/sdet_image.cpp:105,0.422205;1.4281;1.57825;2.44413,③未见于条文面,随输入算出（可导出，但须登记导出式）,double b0 = 1.57825 + 2.44413 * q + 1.4281 * q * q + 0.422205 * q * q * q;
具名,b1,lib/algorithms/star_detection/src/sdet_image.cpp:106,1.26661;2.44413;2.85619,③未见于条文面,随输入算出（可导出，但须登记导出式）,double b1 = 2.44413 * q + 2.85619 * q * q + 1.26661 * q * q * q;
具名,b2,lib/algorithms/star_detection/src/sdet_image.cpp:107,-1.4281;1.26661,③未见于条文面,随输入算出（可导出，但须登记导出式）,double b2 = -1.4281 * q * q - 1.26661 * q * q * q;
具名,b3,lib/algorithms/star_detection/src/sdet_image.cpp:108,0.422205,③未见于条文面,随输入算出（可导出，但须登记导出式）,double b3 = 0.422205 * q * q * q;
具名,B,lib/algorithms/star_detection/src/sdet_image.cpp:109,1.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double B = 1.0 - (b1 + b2 + b3) / b0;
具名,q,lib/algorithms/star_detection/src/sdet_image.cpp:207,0.26891;1.0;3.97156;4.14554,③未见于条文面,随输入算出（可导出，但须登记导出式）,q = 3.97156 - 4.14554 * std::sqrt(1.0 - 0.26891 * sigma);
具名,q,lib/algorithms/star_detection/src/sdet_image.cpp:209,0.96330;0.98711,③未见于条文面,随输入算出（可导出，但须登记导出式）,q = 0.98711 * sigma - 0.96330;
具名,b0,lib/algorithms/star_detection/src/sdet_image.cpp:211,0.422205;1.4281;1.57825;2.44413,③未见于条文面,随输入算出（可导出，但须登记导出式）,double b0 = 1.57825 + 2.44413 * q + 1.4281 * q * q + 0.422205 * q * q * q;
具名,b1,lib/algorithms/star_detection/src/sdet_image.cpp:212,1.26661;2.44413;2.85619,③未见于条文面,随输入算出（可导出，但须登记导出式）,double b1 = 2.44413 * q + 2.85619 * q * q + 1.26661 * q * q * q;
具名,b2,lib/algorithms/star_detection/src/sdet_image.cpp:213,-1.4281;1.26661,③未见于条文面,随输入算出（可导出，但须登记导出式）,double b2 = -1.4281 * q * q - 1.26661 * q * q * q;
具名,b3,lib/algorithms/star_detection/src/sdet_image.cpp:214,0.422205,③未见于条文面,随输入算出（可导出，但须登记导出式）,double b3 = 0.422205 * q * q * q;
具名,B,lib/algorithms/star_detection/src/sdet_image.cpp:215,1.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double B = 1.0 - (b1 + b2 + b3) / b0;
具名,i,lib/algorithms/star_detection/src/sdet_image.cpp:427,0.0f,③未见于条文面,字面量硬编码·条文面零提及,for (int i = 0; i < n; i++) data[i] = 0.0f;
具名,sum,lib/algorithms/star_detection/src/sdet_image.cpp:545,0.0,③未见于条文面,字面量硬编码·条文面零提及,double sum = 0.0;
具名,top,lib/algorithms/star_detection/src/sdet_image.cpp:579,1.0f,③未见于条文面,随输入算出（可导出，但须登记导出式）,float top = v00 * (1.0f - fx) + v10 * fx;
具名,bot,lib/algorithms/star_detection/src/sdet_image.cpp:580,1.0f,③未见于条文面,随输入算出（可导出，但须登记导出式）,float bot = v01 * (1.0f - fx) + v11 * fx;
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:596,0.0,③未见于条文面,字面量硬编码·条文面零提及,double val = 0.0;
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:604,0.0,③未见于条文面,字面量硬编码·条文面零提及,double val = 0.0;
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:612,0.0,③未见于条文面,字面量硬编码·条文面零提及,double val = 0.0;
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:625,0.0,③未见于条文面,字面量硬编码·条文面零提及,double val = 0.0;
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:634,0.0,③未见于条文面,字面量硬编码·条文面零提及,double val = 0.0;
具名,out_med,lib/algorithms/star_detection/src/sdet_image.cpp:649,0.0f,③未见于条文面,字面量硬编码·条文面零提及,*out_med = 0.0f;
具名,out_mad,lib/algorithms/star_detection/src/sdet_image.cpp:650,0.0f,③未见于条文面,字面量硬编码·条文面零提及,*out_mad = 0.0f;
具名,med,lib/algorithms/star_detection/src/sdet_image.cpp:660,.6f,③未见于条文面,声明行未见值（须读初始化处）,"sdet_log(SDET_LOG_DEBUG, ""SIGMA_CLIP"", ""Round %d: med=%.6f mad=%.6f pixels=%d"", round, med, mad, (int)buf.size"
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:706,0.0,③未见于条文面,字面量硬编码·条文面零提及,double val = 0.0;
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:714,0.0,③未见于条文面,字面量硬编码·条文面零提及,double val = 0.0;
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:722,0.0,③未见于条文面,字面量硬编码·条文面零提及,double val = 0.0;
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:735,0.0,③未见于条文面,字面量硬编码·条文面零提及,double val = 0.0;
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:744,0.0,③未见于条文面,字面量硬编码·条文面零提及,double val = 0.0;
具名,out_med,lib/algorithms/star_detection/src/sdet_image.cpp:791,0.0f,③未见于条文面,字面量硬编码·条文面零提及,*out_med = 0.0f;
具名,out_mad,lib/algorithms/star_detection/src/sdet_image.cpp:792,0.0f,③未见于条文面,字面量硬编码·条文面零提及,*out_mad = 0.0f;
具名,is_normal,lib/algorithms/star_detection/src/sdet_image.cpp:865,0.707;1.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,bool is_normal = (ratio >= 0.707) && (ratio <= 1.0 / 0.707);
具名,val,lib/algorithms/star_detection/src/sdet_image.cpp:961,0.0,③未见于条文面,声明行未见值（须读初始化处）,double val = star_mask[idx] ? 0.0 : (double)src[idx];
具名,cnt,lib/algorithms/star_detection/src/sdet_image.cpp:962,0.0;1.0,③未见于条文面,声明行未见值（须读初始化处）,double cnt = star_mask[idx] ? 0.0 : 1.0;
具名,sum_left,lib/algorithms/star_detection/src/sdet_image.cpp:963,0.0,③未见于条文面,字面量硬编码·条文面零提及,double sum_left = (x > 0) ? sum_img[idx - 1] : 0.0;
具名,cnt_left,lib/algorithms/star_detection/src/sdet_image.cpp:964,0.0,③未见于条文面,字面量硬编码·条文面零提及,double cnt_left = (x > 0) ? cnt_img[idx - 1] : 0.0;
具名,sum_up,lib/algorithms/star_detection/src/sdet_image.cpp:965,0.0,③未见于条文面,字面量硬编码·条文面零提及,double sum_up = (y > 0) ? sum_img[idx - w] : 0.0;
具名,cnt_up,lib/algorithms/star_detection/src/sdet_image.cpp:966,0.0,③未见于条文面,字面量硬编码·条文面零提及,double cnt_up = (y > 0) ? cnt_img[idx - w] : 0.0;
具名,sum_diag,lib/algorithms/star_detection/src/sdet_image.cpp:967,0.0,③未见于条文面,字面量硬编码·条文面零提及,double sum_diag = (x > 0 && y > 0) ? sum_img[idx - w - 1] : 0.0;
具名,cnt_diag,lib/algorithms/star_detection/src/sdet_image.cpp:968,0.0,③未见于条文面,字面量硬编码·条文面零提及,double cnt_diag = (x > 0 && y > 0) ? cnt_img[idx - w - 1] : 0.0;
具名,out,lib/algorithms/star_detection/test/sdet_angle_guard_test.cpp:58,42.0,③未见于条文面,字面量硬编码·条文面零提及,double out = 42.0;  // 哨兵: 失败路径不得写出
具名,out,lib/algorithms/star_detection/test/sdet_angle_guard_test.cpp:65,42.0,③未见于条文面,字面量硬编码·条文面零提及,double out = 42.0;
具名,out,lib/algorithms/star_detection/test/sdet_angle_guard_test.cpp:108,0.0,③未见于条文面,字面量硬编码·条文面零提及,double out = 0.0;
具名,ok,lib/algorithms/star_detection/test/sdet_angle_guard_test.cpp:109,180.0;64.0;90.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,"bool ok = sd::normalize_angle_deg_bounded(90.0 + 180.0 * 64.0, &out);"
具名,out,lib/algorithms/star_detection/test/sdet_angle_guard_test.cpp:120,0.0,③未见于条文面,字面量硬编码·条文面零提及,double out = 0.0;
具名,cx,lib/algorithms/star_detection/test/sdet_fp64_test.cpp:29,0.37;100.0;50.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double cx = 50.0 + (k % 5) * 100.0 + 0.37;
具名,cy,lib/algorithms/star_detection/test/sdet_fp64_test.cpp:30,0.61;100.0;50.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double cy = 50.0 + (k / 5) * 100.0 + 0.61;
具名,A,lib/algorithms/star_detection/test/sdet_fp64_test.cpp:31,300.0;3000.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double A = 3000.0 + k * 300.0;
具名,dx,lib/algorithms/star_detection/test/sdet_fp64_test.cpp:36,0.5,③未见于条文面,随输入算出（可导出，但须登记导出式）,"double dx = px + 0.5 - cx, dy = py + 0.5 - cy;"
具名,v,lib/algorithms/star_detection/test/sdet_fp64_test.cpp:37,2.0;3.0;800.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double v = 800.0 + A * std::exp(-(dx * dx + dy * dy) / (2.0 * 3.0 * 3.0));
具名,dx,lib/algorithms/star_detection/test/sdet_fp64_test.cpp:91,.3f;1.0,③未见于条文面,形态不明·需人工读用途,"snprintf(name, sizeof(name), ""坐标最大差 dx=%.3f dy=%.3f px (<1.0)"", max_dx, max_dy);"
具名,dx,lib/algorithms/star_detection/test/sdet_saturation_cursor_test.cpp:60,0.5,③未见于条文面,随输入算出（可导出，但须登记导出式）,"double dx = px + 0.5 - cx, dy = py + 0.5 - cy;"
具名,v,lib/algorithms/star_detection/test/sdet_saturation_cursor_test.cpp:61,2.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double v = A * std::exp(-(dx * dx + dy * dy) / (2.0 * sigma * sigma));
具名,found_c,lib/algorithms/star_detection/test/sdet_saturation_cursor_test.cpp:137,2.5;200.5;60.5,③未见于条文面,形态不明·需人工读用途,"bool found_c = has_star_near(x, y, n, 200.5, 60.5, 2.5, &dmin);"
具名,found_b,lib/algorithms/star_detection/test/sdet_saturation_cursor_test.cpp:159,101.5;135.5;2.5,③未见于条文面,形态不明·需人工读用途,"bool found_b = has_star_near(x, y, n, 135.5, 101.5, 2.5, &dB);"
具名,found_c,lib/algorithms/star_detection/test/sdet_saturation_cursor_test.cpp:164,2.5;200.5;60.5,③未见于条文面,形态不明·需人工读用途,"bool found_c = has_star_near(x, y, n, 60.5, 200.5, 2.5, &dC);"
具名,ellipticity,lib/algorithms/star_detection/wrapper_phase1/star_detector.cpp:238,1.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,s.ellipticity = (a >= b) ? (1.0 - b / a) : (1.0 - a / b);
具名,x,lib/algorithms/star_detection/wrapper_phase1/star_detector.h:15,0.0,③未见于条文面,字面量硬编码·条文面零提及,"double x = 0.0;          // 像素坐标 (单位: px, 原点左上)"
具名,y,lib/algorithms/star_detection/wrapper_phase1/star_detector.h:16,0.0,③未见于条文面,字面量硬编码·条文面零提及,double y = 0.0;
具名,ellipticity,lib/algorithms/star_detection/wrapper_phase1/star_detector.h:19,0.0,③未见于条文面,字面量硬编码·条文面零提及,double ellipticity = 0.0;  // 1 - b/a
具名,snr,lib/algorithms/star_detection/wrapper_phase1/star_detector.h:20,0.0,③未见于条文面,字面量硬编码·条文面零提及,double snr = 0.0;        // 检测 SNR
具名,detection_sigma,lib/algorithms/star_detection/wrapper_phase1/star_detector.h:38,5.0,③未见于条文面,字面量硬编码·条文面零提及,explicit StarDetector(double detection_sigma = 5.0);
具名,wall_seconds,lib/include/astrocs/core/block_flow.h:75,0.0,③未见于条文面,字面量硬编码·条文面零提及,double wall_seconds = 0.0;
具名,cpu_ms,lib/include/astrocs/core/contracts.h:219,0.0,③未见于条文面,字面量硬编码·条文面零提及,double cpu_ms = 0.0;        // CPU 时间观测（ms）
具名,wall_ms,lib/include/astrocs/core/contracts.h:220,0.0,③未见于条文面,字面量硬编码·条文面零提及,double wall_ms = 0.0;       // wall 时间观测（ms）
具名,wall_seconds,lib/include/astrocs/core/export_stream.h:95,0.0,③未见于条文面,字面量硬编码·条文面零提及,double wall_seconds = 0.0;
具名,min_v,lib/include/astrocs/core/master_unit_guard.h:63,0.0,③未见于条文面,字面量硬编码·条文面零提及,double min_v = 0.0;
具名,max_v,lib/include/astrocs/core/master_unit_guard.h:64,0.0,③未见于条文面,字面量硬编码·条文面零提及,double max_v = 0.0;
具名,ts,lib/include/astrocs/core/memory_pressure.h:121,0.0,③未见于条文面,字面量硬编码·条文面零提及,double ts = 0.0;
具名,claimed_at,lib/include/astrocs/core/memory_pressure.h:136,0.0,③未见于条文面,字面量硬编码·条文面零提及,double claimed_at = 0.0;
具名,wall_seconds,lib/include/astrocs/core/mosaic_window.h:73,0.0,③未见于条文面,字面量硬编码·条文面零提及,double wall_seconds = 0.0;
