ID,原判据摘要,判定,证据,归属任务,根因,方案,验收门,依据,备注
M6a-D-003,文件头设计说明保留整改前 NB_GRID=7,FIXED,"timeout 30 grep -c 'NB_GRID=7' lib/algorithms/platesolve/cpp/ipv/src/ipv_wcs.cpp -> 0 rc=1; sed -n '15,18p;237,241p' -> 17 // - SIP AP/BP: 采样网格 ≥7×7 反变换法 (实现 AP/BP 41×41 阶 5, / 18 APx/BPx 81×81 阶 7; 偏差登记 DISP-WCS-008) / 239 // 6. SIP AP/BP: 采样网格 ≥7×7 反变换法 (实现 NB_GRID=41 阶 5,; grep -n -e NB_GRID -e APX_ORDER 同文件 -> :417 NB_GRID=41 / :418 AP_FIT_ORDER=5 / :541 NB_GRID_X=81 / :542 APX_ORDER=7",NEXT-PACK:NP-DC-02,-,-,-,"修复证据: 两处设计说明已改写为 ≥7×7(规范下限)+同句给出实现值 41×41/81×81, 与 :417/:418/:541/:542 及 PLATESOLVE.md:7 一致; 'NB_GRID=7' 零命中",同文件头注已与实现闭合; 原报保留 7×7 不再成立
M6a-D-004,R10 历史任务号 + 不影响 FP64 全链路精度前提被推翻,OPEN,"timeout 30 sed -n '108,120p' lib/algorithms/calibration/include/astro_calibration.h -> 112 双精度 ABI 改造 (R10): FP64 模式下全链路使用 double, 不降级到 float32; grep -rn -e ac_generate_master_flat_f64 -e ac_correct_frame_f64 -e ac_calibrate_frame_f64 calibration/src/module_entry.cpp cosmetic/src/module_entry.cpp -> :970/:1004/:1026 与 cosmetic :802 生产适配层实调；复核: grep -q 'R10' astro_calibration.h -> rc=0(命中)",NEXT-PACK:NP-DC-02,"头注以 R10 任务号承载结论, 且""不影响 FP64 全链路精度""所依赖的""仅 orchestrator 旧通道不调用""前提被两条已接线 FP64 生产路径推翻",删除 R10 任务号; 按实际调用面重述精度结论并登记偏差,头注无历史任务号; 精度结论与生产调用面一致(可用 grep 复算调用点),ENGINEERING_SPEC §3 精度不得以措辞掩盖; §2 禁历史任务号堆积,"与 M3-D-002 同址, 两行分别记总括互斥与 R10+结论前提"
M6a-D-005,"用户头把 fill 写成纯函数, 真实语义依赖进程级指针键侧表",OPEN,"timeout 30 grep -n -e variance_floor -e clamp lib/algorithms/noise_snr/cpp/include/snr_estimator.h -> 121 double variance_floor; // ivar 分母下限 (默认 1e-12) / 170 （负预测 clamp 到 variance_floor）；否则全局常量。 冻结。; grep -n -e g_model_floor -e 1e-12 lib/algorithms/noise_snr/cpp/src/noise_model.cpp -> 32 static std::unordered_map<const NoiseWeightModelV1*, double> g_model_floor; / :151 写入 / :443-445 double floor = 1e-12 回退 / :474 erase；复核: grep -q 'g_model_floor' noise_model.cpp -> rc=0(命中)",NEXT-PACK:NP-DC-02,"公共头未写注册表/生命周期/禁拷贝约束; 未登记键静默退 1e-12, 语义依赖 build 期建立的进程级指针键侧表",头注补注册表语义与所有权/生命周期; 未登记路径改 fail-closed 或可见告警,头注含注册表/所有权说明; 未登记路径有用例与告警,ENGINEERING_SPEC §2 注释只写所有权/线程安全/生命周期/边界; §3 variance/ivar 不得含糊,内部头 types.h 的 DISP-NOISE-002 如实登记未见更新
M6a-D-006,module_adapters 头注与实现不符(wcs 已接线/writer 非 aio_write_fits),OPEN,"timeout 30 sed -n '5,20p' lib/infrastructure/scheduler/src/module_adapters.cpp -> :12 真实求解器接线归各 IMPL 任务 / :16 writer → aio_write_fits (lib/infrastructure/aio); grep -n ipv_solve_create module_adapters.cpp -> :2347 ipv = ipv_solve_create(); / :2350 / :2362 实调; sed -n '3255,3262p' -> p1_op_writer 校验 upstream HiPS 产物(signal/properties); grep -n aio_write_fits module_adapters.cpp -> 实调在 :1219 p1_write_fits_atomic; CMakeLists.txt:441-442 注册 hp_drizzle_api.cpp；复核: grep -q '真实求解器接线归各 IMPL 任务' module_adapters.cpp -> rc=0(命中)",NEXT-PACK:NP-DC-02,"头注停留在整改前委托关系: wcs 求解器已接线却写归 IMPL 任务, writer 头注写 aio_write_fits 而其 op 实为校验 hp_drizzle_run_phase1_hips 产物",回写头注三条映射(wcs/drizzle/writer)到当前实现,头注每条映射可用 grep 在实现处复现,ENGINEERING_SPEC §2 注释须与实现一致; §4/§8 注册与委托关系一致,"原报 drizzle 宿主库名错在现树不成立: 符号在 lib/algorithms/drizzle/healpix_drizzle, 头注所指库名正确"
V8-N-02,零本地副本宣称与本地 median_of/2.5*/local_snr 并存,OPEN,"timeout 30 sed -n '1,10p' lib/algorithms/noise_snr/wrapper_phase1/snr_frame_science.cpp -> 3 科学公式零本地副本: 本 TU 的全部数值都来自 P5-SNR 唯一权威实现; grep -n -e snr_moffat4_profile_f64 -e median_of -e '2.5 \* out.sigma_location_se_dex' -e local_snr 同文件 -> :6 仅注释引用 moffat4(零调用) / :30 double median_of( / :86 2.5 * out.sigma_location_se_dex / :155 out.local_snr[i] = ...；复核: grep -q '科学公式零本地副本' snr_frame_science.cpp -> rc=0(命中)",NEXT-PACK:NP-DC-02,"宣称零本地副本/全部数值来自 C ABI 与同 TU 内三处本地数值实现(median_of、2.5*dex→mag、local_snr)互斥, 且列出的权威函数之一零调用",删宣称或把本地副本改为调用 C ABI; README 零公式副本同步,"宣称与实际调用集合一致(可用 grep 复算: 列出的每个权威函数 >=1 调用, 本地副本归零)",ENGINEERING_SPEC §3 同一公式不得多份实现/迁移须 bitwise; §2 注释不得与实现矛盾,包内 :3/:6/:30/:86/:155 行号未漂
M6a-D-010,返回码表缺 -5 + 合同头缺单位/生命周期,OPEN,"timeout 30 sed -n '26,34p' lib/algorithms/calibration/src/photometry_apply.h -> 码表止于 -4: photscal 非有限值 (NaN/Inf); sed -n '44,54p' photometry_apply.cpp -> if (photscal <= 0.0) { ... return -5; }; grep -n -e SDetParams -e sdet_create lib/algorithms/star_detection/include/star_detector.h -> :27 } SDetParams; / :31 SDET_EXPORT StarDetectorHandle sdet_create(const SDetParams *params);；复核: grep -q 'return -5;' photometry_apply.cpp -> rc=0(命中)",NEXT-PACK:NP-DC-03,头注返回码表与实现不一致(缺 -5); 版本化 C ABI 合同头缺单位/默认值/所有权/线程安全说明,补 -5 及语义; 补 SDetParams 单位/值域与 sdet_create 生命周期/所有权/线程安全,头注码表=实现全部分支; star_detector.h 含单位与所有权声明,ENGINEERING_SPEC §2 注释只写单位/所有权/线程安全/生命周期; §4 公开头为版本化合同,"原报 15%/10%/55% 为 20 样本判读, 本轮不作规模结论"
M2a-D-3,任务号/审计流水入注释(含文档行号锚),OPEN,"timeout 30 grep -rn 'P1-DRZ-NONFINITE' lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.cpp -> ""1890: // (P1-DRZ-NONFINITE) 冻结合同 docs/science/DRIZZLE.md §8 :96:""; grep -rn -e 'B2-A8' lib/infrastructure/aio/src/hips/aio_hips_writer.cpp -> :1082 / :1139 // B2-A8: ...; grep -n -e 'B2-A1' -e 'B2-A8' docs/algorithms/DRIZZLE_GEOMETRY.md -> :165 B2-A12 / :173 / :175 B2-A14 / :184 B2-A17；复核: grep -q 'P1-DRZ-NONFINITE' drizzle_engine.cpp -> rc=0(命中)",NEXT-PACK:NP-DC1,整改批次号/审计流水是注释主干且带已漂移的文档行号锚(§8 :96),"按 §2 一次瘦身: 删批次号, 结论改指 SCI/ALG 文档 §锚; B*/P1-*/R10 模式加入机器门",grep -rn -E 'P1-DRZ-|B2-A[0-9]+|ORACLE_HARDENING' lib/algorithms/drizzle lib/infrastructure/aio/src/hips 归零(或仅存历史档案),ENGINEERING_SPEC.md §2 禁止堆积历史版本号/任务编号/审计流水,drizzle_engine.cpp:1890 行号未漂; writer 侧另有 :1139 同簇
M2a-D-4,gaia 头/CMake 注释与实现不符(85°/Haversine/sincos/死数组),OPEN,"timeout 30 grep -n -e 85 -e acos -e sincos lib/infrastructure/gaia_xpsd_client/src/gaia_client.c -> :501 仅哈希常量, acos 在 :1640/:1769/:1908/:2524, sincos 0; grep -c sincos gaia_client.c -> 0 rc=1; src/gaia_client.h:11 ""|dec|>85° 仍保守"" / :17 ""锥形查询为球面角距判定（Haversine 余弦定理）""; CMakeLists.txt:100 gaia_client.c 使用 GNU libm 扩展 sincos; module_entry.c:838-845 tail_keys[6] 赋值后 (void)tail_keys",NEXT-PACK:NP-DC1,头注与 CMake 依赖句描述的实现形态已被 acos 点积式改写却未回写; tail_keys 为死代码残留,回写头注(:11/:17)与 CMakeLists:100 依赖句; 删 tail_keys 并复验构建,grep -c sincos src+CMakeLists 归零且构建通过; |dec|>85 句删除或实现补分支; tail_keys 0 命中,ENGINEERING_SPEC.md §2 注释须与实现一致; §8 无失真引用,tests/unit/gaia_cat_test.c 的 KI-1 打印属另一行(不重复计)
M6a-D-009,任务号/commit 短哈希堆积且无机器门,OPEN,"for d in lib/algorithms/coverage lib/algorithms/star_detection lib/infrastructure lib/algorithms; do grep -rn -E 'CON-0[0-9]|B2-A[0-9]+|P3-0[0-9][0-9]|RT-0[0-9][0-9]|V1[0-9]|B[0-9]+-P[0-9]|B13-R[0-9]+|AIO-0[0-9][0-9]|R10-C|R18' --include=*.cpp --include=*.h --include=*.c $d | wc -l; done -> coverage=90, star_detection=0, infrastructure=403, algorithms=185(含嵌套); grep -n '修复: 原 10 太小' ipv_sip.cpp -> :386; grep -rn -e adf820ac -e 2c065ace -e babe752d cosmetic/ -> module_entry.cpp:3-5; grep -c check_comment_hygiene ci/checks.json -> 0 rc=1(未注册), check_comments.py -> 1 rc=0",NEXT-PACK:NP-DC1,"整改批次号/commit 短哈希仍是注释主干; 仓库有 check_comment_hygiene.py 但未注册进 ci/checks.json, 无在册机器门",一次性瘦身 + 把注释卫生规则注册进 ci/checks.json(能红能绿),ci/checks.json 含注释卫生项且注入样例可令其变红,ENGINEERING_SPEC §2 禁止堆积历史版本号/任务编号/审计流水/代码复述,"本轮数字口径与原报不同(旧路径已迁移), 不复用原报 67/39/43/63/27"
M6a-D-015,浏览器头注与权威映射/自身实现转置+翻转不一致,OPEN,timeout 30 grep -n -e 512 -e fits_index lib/infrastructure/hips_browser/healpix_browser_qt/core/hips_browser_backend.h backend.cpp lib/algorithms/shared/healpix/healpix_core.h -> backend.h:9 // ... FITS 行主序 [y*512+x]。; backend.cpp:9 // fits_index = (511-x)*512 + y ...; healpix_core.h:46 行主序 fits_index = (tile_width-1-x)*tile_width + y; grep -rn hips_browser CMakeLists.txt -> 0 命中 rc=1(不在根构建图),NEXT-PACK:NP-DC1,"头注残留私有线性约定[y*512+x], 与自身实现(511-x)*512+y 及唯一权威映射均为转置+翻转关系; 模块不在根构建图故无产品后果但文本仍错",头注改为与 healpix_core.h 权威映射一致; 或在模块 PENDING/文档标注不维护,backend.h:9 与 healpix_core.h:44-49 口径一致(或模块显式标注不维护),ENGINEERING_SPEC §2 注释须与实现/合同一致; lib/algorithms/shared/healpix/healpix_core.h 唯一权威映射,"ASTROCS_DESIGN.md:380 hips_browser/ 未来 GUI 可视化组件（不进产品 manifest）; 无单独退役记录, 不判 NOT-APPLICABLE"
M9-G-1,校验失败路径无 munmap/CloseHandle 致映射句柄泄漏,OPEN,"timeout 30 sed -n '1190,1225p' gaia_client.c -> 1194 memset(xf, 0, sizeof(*xf)); 与 1219 if (xf->mmap_size < 16 || memcmp(xf->mmap_data, XPSD_MAGIC, 8) != 0) return -1;(此前 mmap/CreateFileMapping 已成功); sed -n '1975,1995p' 与 '1995,2025p' -> 两平台调用方均 if (load_xpsd_file(...) == 0) {...} 才 close_xpsd_file; sed -n '1382,1405p' -> 只有 close_xpsd_file 内做 munmap/UnmapViewOfFile；复核: grep -q 'XPSD_MAGIC, 8) != 0) return -1;' gaia_client.c -> rc=0(命中)",NEXT-PACK:NP-GAIA-01,"失败 return 前无清理路径, memset 使已建立的映射/句柄失联; 调用方仅在 rc==0 时 close ⇒ 泄漏不可回收","load_xpsd_file 统一 fail 标签(先 close_xpsd_file 再 return), 调用方失败分支也 close; 失败路径加用例","注入坏魔数/短头后重复加载 fd 计数不增长(或 LSAN 干净), 用例在册",ENGINEERING_SPEC §9 失败不得留下半成品/资源泄漏; 22_gaia_xpsd_client §7 缓存损坏→拒绝,"包内""函数首行 memset""现为 :1194, 校验失败点 :1219"
M9-G-2,"部分树加载失败仍 return 0, 丢树天区静默为空",OPEN,"timeout 30 grep -n -e 'ti->nodes=malloc' -e 'if (!ti->nodes) break' -e 'tree_count++' gaia_client.c -> 1335 if (!ti->nodes) break; / 1366 xf->tree_count++; sed -n '1374,1385p' -> 函数出口 return 0; awk 抽取 :1240-1382 出口 -> 仅 return -1/return 0, 无失败标记；复核: grep -q 'if (!ti->nodes) break;' gaia_client.c -> rc=0(命中)",NEXT-PACK:NP-GAIA-01,"分配失败 break 跳出的是解析所有 Tree 的循环, 出口仍返回成功; 被丢树天区在锥查询中静默为空, 与""该天区无亮星""不可区分","记录失败树并置错误/告警位, 或按 fail-closed 返回错误; 补部分树失败用例","注入受限配额后查询返回错误或可见告警计数>0, 用例在册",ENGINEERING_SPEC §9 禁宽泛处置后继续/禁吞错; ASTROCS_DESIGN §12 不得用空输出冒充完成,原报 :1333-1334 现漂到 :1334-1335
M9-G-3,json_get_f64_array 计数循环零推进→挂死/溢出 UB,OPEN,"timeout 30 sed -n '179,+30p' module_entry.c -> while (*q && *q != ']') { if (*q == '-' || (*q >= '0' && *q <= '9')) { count++; strtod(q, (char**)&q); } else q++; }; 提取同构循环到 logs/g3_probe.c, gcc -O0 编译 rc=0, timeout 5 ./g3_probe('[-]') -> rc=124(挂死)",NEXT-PACK:NP-GAIA-01,"strtod 未消费字符时 endptr 不前进而 count 仍自增, 计数循环无零推进保护 ⇒ 活性挂死 + int 溢出 UB","检查 endptr 是否前进, 不前进即报错返回; count 改 int64 并加显式上限","输入 '[-]' 的用例返回错误码且不挂死(复跑超时 124→正常退出), 用例在册",ASTROCS_DESIGN §6.3 配置错误 fail-fast; ENGINEERING_SPEC §10 禁无界/无背压,"探针 = 同构循环提取(非整函数), 落 run/PROJECT-GOVERNANCE-01/SCAN-CLEAR/logs/g3_probe.c"
FD-F-002,旧宪章§13.1/§12.3-4：核心合同须有能失败的测试；字面量+find 同串守卫自证,OPEN,"timeout 30 grep -n ""normalized_cpu_100pct_all_allocated_cores"" lib/infrastructure/cli/resource_recorder.h tests/unit/mon001_recorder_test.cpp [rc=0]；观察: resource_recorder.h:290 ""\""normalized_cpu_100pct_all_allocated_cores\"":false,"" ／ mon001_recorder_test.cpp:100 CHECK(js.find(同字面量)!=std::string::npos)",OBS-001,生产侧 fprintf 硬写常量 false、守卫侧 find 同一字面量，生产者与守卫同处，取值不可证伪,该键改由归一化结果（已分配容量分母判定）真实写入；测试改为语义断言（分母=0→false、分母>0→true）或删除该键,翻转归一化结果（负向注入）时 mon001_recorder_test 必红,-,行号随 CLI-001 漂移（台账:287→现:290）
M5a-C-003,资源门输入 iowait/mem_bandwidth/one_worker_ns/progress_stalled 生产零赋值；PSS 只声明不采样,OPEN,timeout 30 grep -rn -e iowait_percent -e mem_bandwidth -e one_worker_ns -e progress_stalled lib/ tests/ [rc=0]→仅 resource_gate.h:171/:178/:179/:202 声明与 tests/unit/*，commands.cpp 零赋值；grep -n pss_bytes lib/infrastructure/cli/monitor.h [rc=0]→:72 仅声明（无 smaps_rollup 读取）；grep -rn resource_timeseries.csv lib/infrastructure/cli/ [rc=0]→命名已统一下划线（D-15 已修）,OBS-001,门配置字段无生产填充点（无采集源），PSS 无 /proc/self/smaps_rollup 读取,或补采集（smaps_rollup Pss、/proc/pressure/io、cpu_profile 单 worker 基线、进度注入），或按 G-RES-01 §8 显式退役未采集字段并登记,每个门输入字段有生产赋值点或以「未采集=不判」显式登记（能红能绿）,-,工件命名半已由 GATE-FIX-RES(D-15) 修复
M5a-G-001,旧宪章§10.5/§18.2 的 80%/75%/50% 阈值表述与权威不一致,OPEN,"ls -la contracts/resource_gate_v1.json && sed -n '1,60p' contracts/resource_gate_v1.json [rc=0]→唯一数值源已落（GATE-FIX-RES/R-4 D-11），CMake configure_file 生成 resource_gate_thresholds_generated.h；grep -n -e ""0\.75"" -e ""0\.50"" lib/infrastructure/cli/resource_gate.h [rc=0]→:121 旧 D.6 的 75%/50% 已在契约中废止, 不得回归 ／:207 U>=0.75 样本占比 ／:208 U<0.50 ／:524 U>=0.75",OBS-001,数值源已收敛到契约（85/60），但字段注释与诊断文案三处仍写已废止的 0.75/0.50,改 :207/:208/:524 注释与文案为契约值（0.85/0.60）或改为不带数值的语义描述,实现/诊断文本中已废止阈值字面量零命中（与契约 85/60 一致）,-,数值源部分已修；残留为文案未同步
M5a-G-002,单核分母直接进 90%/85% 判据，缺已分配容量归一,FIXED,grep -rn cpu_percent_of_allocated_capacity lib/infrastructure/cli/*.h lib/infrastructure/cli/*.cpp [rc=0]→resource_gate.h:288 定义、:409 使用；commands.cpp:809/:811 生产调用点,OBS-001,-,-,-,修复证据：归一函数+生产调用点在位（resource_gate.h:184 注释亦记 M5a-G-002）,分母取义由 R-4 D-12 收敛（granted_workers>0 优先）
M5a-G-003,唯一逐字实现冻结阈值的 Python 门零应用点，重计算面未注册,FIXED,python3 -c 读 ci/checks.json [rc=0]→n=42；gate-required hits 1；requires_monitor 含 RESOURCE-GATE-REAL（waivable=False，命令含 --gate-required --gate-compute-interval 20）；ci/run.py:110-119 monitor_gate_requested 强制 frozen_gate 证据,OBS-001,-,-,-,修复证据：REAL-001 重计算面已注册资源门检查且不可豁免,台账「145 项零应用点」为历史时点（现 42 项含 1 应用点）
M5a-G-004,worker 均衡/队列/进度判据在采样面失去判别力（active=runnable 同值；queue/progress 零调用）,OPEN,"grep -rn -e ""set_workers("" -e ""set_queue("" -e ""set_progress("" lib/infrastructure/cli/*.h lib/infrastructure/cli/*.cpp [rc=0]→commands.cpp:654 recorder.set_workers(planned_start, planned_start) ／:673 recorder.set_workers(eff, eff)；resource_recorder.h:99/:103 定义 set_queue/set_progress，其余零调用点",OBS-001,两形参同值且 queue/progress 无生产填充点,分别传 active/runnable 实测值；queue depth 与 progress 从采样/节点注入接线或以「未采集」显式登记,worker_balance/queue/progress 判据在负向注入（单活跃线程/队列饿死）下能红,-,-
M5b-C-06,provider 写死常量 baseline；run manifest 同列表连取两次秒级时间致 duration 恒 0/1s,OPEN,"grep -c '{""provider"", ""baseline""}' lib/infrastructure/scheduler/src/module_adapters.cpp [rc=0]→4；sed -n '300,320p' lib/infrastructure/cli/commands.cpp [rc=0]→:307 {""started_utc"", astrocs::iso8601_utc_now()} ／:308 {""finished_utc"", astrocs::iso8601_utc_now()}（同一初始化列表、秒级）",OBS-001,provider 未取实际后端；时间戳两次即时取值无真实起止,provider 由实际执行后端填充（catalog/kernel provider id）；started/finished 用真实起止时刻（或删除 duration 语义）,改 provider/暂停 run 的负向注入下 manifest 字段随实际变化,-,-
M5b-E-06,错误阶段词表零产出者、缺 P3、stage 发射自由字符串；:6 括注不存在的 DIAGNOSTICS_STANDARD,OPEN,"grep -c ""P1\.READ"" lib/infrastructure/cli/commands.cpp [rc=0]→0；grep -c ""P3\."" docs/architecture/ERROR_MODEL.md [rc=0]→0；grep -n ""ev.stage("" lib/infrastructure/cli/commands.cpp [rc=0]→:1036 ev.stage(""phase2_session"", true) 等 9 处自由字符串；sed -n '6p' docs/architecture/ERROR_MODEL.md [rc=0]→TIMEOUT / IO / SCIENCE_GATE / INTERNAL（DIAGNOSTICS_STANDARD）",OBS-001,词表与实现无映射关系，无生产者/校验者；文档括注指向不存在的文档名,统一 stage 词表（含 P3）并与事件 schema 绑定校验；修正文档括注为 LOGGING_DIAGNOSTICS_STANDARD,JSONL stage 取值经 schema enum 校验；词表每个 ID 有产出者,-,-
