id,symbol,header,linkage,full_signature,units,valid_range,nullable,ownership,lifetime,mutability,blocking,thread_safety,reentrancy,async_completion,error_model,determinism,precision,config_keys,upstream_ids,test_ids,status
API-p2_coverage_free,p2_coverage_free,lib/phase2/include/astro/phase2/coverage.h,C,P2_API int p2_coverage_free(P2CoverageResult* out);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_integrate_pixel,p2_integrate_pixel,lib/phase2/include/astro/phase2/integrate.h,C,"P2_API int p2_integrate_pixel(const P2PixelStack* in, P2PixelResult* out);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,ALG-INTEGRATE-001,V17NonFiniteWeightInvalid;V17StatusesExplicit;V17NonFiniteSupportInvalid,VERIFIED
API-p2_validate_candidate_weights,p2_validate_candidate_weights,lib/phase2/include/astro/phase2/integrate.h,C,"P2_API int p2_validate_candidate_weights(const double* weights, std::uint32_t count);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,ALG-INTEGRATE-001,V17NonFiniteWeightInvalid;V17StatusesExplicit;V17NonFiniteSupportInvalid,VERIFIED
API-p2_collect_candidate_stack,p2_collect_candidate_stack,lib/phase2/include/astro/phase2/rejection.h,C,"P2_API int p2_collect_candidate_stack(const P2EligibilityGatherInput* in, P2EligibilityGatherOutput* out);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_eligibility_filter,p2_eligibility_filter,lib/phase2/include/astro/phase2/rejection.h,C,"P2_API int p2_eligibility_filter(const P2EligibilityInput* in, P2EligibilityOutput* out);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_large_scale_apply,p2_large_scale_apply,lib/phase2/include/astro/phase2/rejection.h,C,"P2_API int p2_large_scale_apply(std::uint8_t* low, std::uint8_t* high, int width, int height, int depth, const P2LargeScaleParams* params);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_reject_plan_resolve,p2_reject_plan_resolve,lib/phase2/include/astro/phase2/rejection.h,C,"P2_API int p2_reject_plan_resolve(const P2RejectionPlanRequest* req, P2RejectionPlan* plan, char* err, std::size_t err_cap);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_reject_stack,p2_reject_stack,lib/phase2/include/astro/phase2/rejection.h,C,"P2_API int p2_reject_stack(const P2SampleStackView* in, P2RejectionResult* out);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_reject_stack_ex,p2_reject_stack_ex,lib/phase2/include/astro/phase2/rejection.h,C,"P2_API int p2_reject_stack_ex(const P2CandidateStack* stack, const P2RejectionPlan* plan, P2RejectionDecision* out);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_rejection_semantic_id,p2_rejection_semantic_id,lib/phase2/include/astro/phase2/rejection.h,C,P2_API const char* p2_rejection_semantic_id(int method);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_frame_id,p2_frame_id,lib/phase2/include/astro/phase2/sampler.h,C,P2_API std::uint64_t p2_frame_id(const char* hips_path);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_sample_controls,p2_sample_controls,lib/phase2/include/astro/phase2/sampler.h,C,"P2_API int p2_sample_controls( const P2CoverageResult* coverage, const char* const* hips_paths, const P2SamplerConfig* cfg, P2ControlObservation* out_obs, std::uint64_t out_capacity, std::uint64_t* out_n_obs, std::uint64_t* out_n_controls, P2SampleStats* out_stats, P2ControlNode* out_controls, std::uint64_t ctrl_capacity, char* err, std::size_t err_size);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,ALG-UPM-CONTROL-IVAR-001,UPMW-004;UPMW-005;UPMW-007,VERIFIED
API-p2_sample_controls_cached,p2_sample_controls_cached,lib/phase2/include/astro/phase2/sampler.h,C,"P2_API int p2_sample_controls_cached( const P2CoverageResult* coverage, const char* const* hips_paths, const std::uint64_t* frame_ids, const P2SamplerConfig* cfg, P2ControlObservation* out_obs, std::uint64_t out_capacity, std::uint64_t* out_n_obs, std::uint64_t* out_n_controls, P2SampleStats* out_stats, P2ControlNode* out_controls, std::uint64_t ctrl_capacity, char* err, std::size_t err_size);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_sampler_default_config,p2_sampler_default_config,lib/phase2/include/astro/phase2/sampler.h,C,P2_API P2SamplerConfig p2_sampler_default_config(void);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,ALG-UPM-CONTROL-IVAR-001,UPMW-004;UPMW-005;UPMW-007,VERIFIED
API-p2_stats_mad,p2_stats_mad,lib/phase2/include/astro/phase2/sampler.h,C,"P2_API double p2_stats_mad(const double* vals, std::uint64_t n, double* out_median = nullptr);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_stats_median,p2_stats_median,lib/phase2/include/astro/phase2/sampler.h,C,"P2_API double p2_stats_median(const double* vals, std::uint64_t n);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_stage2_make_upm_cfg,p2_stage2_make_upm_cfg,lib/phase2/include/astro/phase2/stage2_common.h,C,"P2UpmBuildConfig p2_stage2_make_upm_cfg(const P2Stage2Config& cfg, int target_order, const char* input_manifest_hash);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_stage2_parse_config,p2_stage2_parse_config,lib/phase2/include/astro/phase2/stage2_common.h,C,"bool p2_stage2_parse_config(const nlohmann::json& j, P2Stage2Config* cfg, std::string* err);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,DATA-UPM-CONTROL-UNC-001,UPMW-006;UPMW-007;V17NonFiniteWeightInvalid,VERIFIED
API-p2_upm_build,p2_upm_build,lib/phase2/include/astro/phase2/upm.h,C,"P2_API int p2_upm_build( const P2ControlObservation* obs, std::uint64_t n_obs, const P2UpmBuildConfig* cfg, void** out_model);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-UPM-WEIGHT-001,UPMW-001;UPMW-002;UPMW-003;UPMW-006,VERIFIED
API-p2_upm_build_geo,p2_upm_build_geo,lib/phase2/include/astro/phase2/upm.h,C,"P2_API int p2_upm_build_geo( const P2ControlObservation* obs, std::uint64_t n_obs, const P2ControlNode* nodes, std::uint64_t n_nodes, const P2UpmBuildConfig* cfg, void** out_model);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_upm_calibrate_block,p2_upm_calibrate_block,lib/phase2/include/astro/phase2/upm.h,C,"P2_API int p2_upm_calibrate_block( const void* model, std::uint64_t frame_id, const std::uint64_t* leaf_ipix, const double* input_signal, double* output_signal, std::uint64_t count);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-UPM-PERSIST-001,OpenSavePreservesFrameParameterBinding;UpmPersistAllPermutations;UpmPersistRandomStableIds;UpmPersistSparseDenseBinding;UpmPersistRoundtripChainNoDrift;UpmPersistInsertionOrderIndependent;UpmPersistMosaicSeamEquivalence;UpmPersistInvalidModelRejected,VERIFIED
API-p2_upm_close,p2_upm_close,lib/phase2/include/astro/phase2/upm.h,C,P2_API int p2_upm_close(void* model);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,ENG-OWN-001,S0IdentityCalibrationNoChange;SaveOpenRoundtripAndHash,VERIFIED
API-p2_upm_component_gauges,p2_upm_component_gauges,lib/phase2/include/astro/phase2/upm.h,C,"P2_API int p2_upm_component_gauges(const void* model, std::uint64_t* out_component_count, std::uint64_t* out_ref_frame_ids);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_upm_dense_info,p2_upm_dense_info,lib/phase2/include/astro/phase2/upm.h,C,"P2_API int p2_upm_dense_info( const void* model, const char* cache_path, int* out_target_order, std::uint64_t* out_pixels, char* out_source_hash, std::size_t hash_buf_size);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_upm_dense_read_block,p2_upm_dense_read_block,lib/phase2/include/astro/phase2/upm.h,C,"P2_API int p2_upm_dense_read_block( const void* model, const char* cache_path, std::uint64_t frame_id, const std::uint64_t* leaf_ipix, const double* input_signal, double* output_signal, std::uint64_t count);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_upm_evaluate_c,p2_upm_evaluate_c,lib/phase2/include/astro/phase2/upm.h,C,"P2_API double p2_upm_evaluate_c(const void* model, std::uint64_t frame_id, std::uint64_t leaf_ipix);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_upm_geometry_hash,p2_upm_geometry_hash,lib/phase2/include/astro/phase2/upm.h,C,"P2_API int p2_upm_geometry_hash(const void* model, char* out, int buf_size);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_upm_info,p2_upm_info,lib/phase2/include/astro/phase2/upm.h,C,"P2_API int p2_upm_info(const void* model, P2ModelInfo* out_info);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_upm_materialize_dense,p2_upm_materialize_dense,lib/phase2/include/astro/phase2/upm.h,C,"P2_API int p2_upm_materialize_dense( const void* model, int target_order, const char* cache_path);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p2_upm_normalized_weights,p2_upm_normalized_weights,lib/phase2/include/astro/phase2/upm.h,C,"P2_API int p2_upm_normalized_weights(const P2ControlObservation* obs, std::uint64_t n_obs, const P2UpmBuildConfig* cfg, double* out_norm);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-UPM-WEIGHT-001,UPMW-001;UPMW-002;UPMW-003;UPMW-006,VERIFIED
API-p2_upm_open,p2_upm_open,lib/phase2/include/astro/phase2/upm.h,C,"P2_API int p2_upm_open(const char* path, void** out_model);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-UPM-PERSIST-001,OpenSavePreservesFrameParameterBinding;UpmPersistAllPermutations;UpmPersistRandomStableIds;UpmPersistSparseDenseBinding;UpmPersistRoundtripChainNoDrift;UpmPersistInsertionOrderIndependent;UpmPersistMosaicSeamEquivalence;UpmPersistInvalidModelRejected,VERIFIED
API-p2_upm_raw_weight,p2_upm_raw_weight,lib/phase2/include/astro/phase2/upm.h,C,"P2_API int p2_upm_raw_weight(const P2ControlObservation* obs, const P2UpmBuildConfig* cfg, double* out_raw);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-UPM-WEIGHT-001,UPMW-001;UPMW-002;UPMW-003;UPMW-006,VERIFIED
API-p2_upm_save,p2_upm_save,lib/phase2/include/astro/phase2/upm.h,C,"P2_API int p2_upm_save(const void* model, const char* path);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel_cpu per-pixel,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-UPM-PERSIST-001,OpenSavePreservesFrameParameterBinding;UpmPersistAllPermutations;UpmPersistRandomStableIds;UpmPersistSparseDenseBinding;UpmPersistRoundtripChainNoDrift;UpmPersistInsertionOrderIndependent;UpmPersistMosaicSeamEquivalence;UpmPersistInvalidModelRejected,VERIFIED
