seq,sha8,日期,作者,分级,文件数,增行,删行,编号,主题
1376,c764c2be,2026-08-31,付家泽,M,12,873,13,RT-005,"RT-005: 可执行 ModuleRegistry (真实 Phase1/2/3 工厂, 合同校验/重复端口/heavy+serial/ACR 拒, nlohmann index)"
1377,d0114cd4,2026-08-31,付家泽,M,12,685,51,RT-006,"RT-006: 唯一 Scheduler+Runtime DAG 调度 (节点级失败传播/内存回压/node-ID 状态/add_node move 修复, TSan PASS)"
1378,d5f5143a,2026-08-31,付家泽,M,10,694,1,RT-007,"RT-007: 类型化 ArtifactStore (role 绑定 P1→P2→P3, 篡改检测, 唯一 producer, JSON roundtrip)"
1379,84191084,2026-08-31,付家泽,L,34,2479,1612,CHK-001;RT-008,"RT-008: CLI 接入唯一 Runtime (main 拆分, run/phase 走 runtime_client, cfitsio 并行 I/O 串行化, CHK-001 REACH_PASS)"
1380,90cad495,2026-08-31,付家泽,M,24,1397,5,RT-009,"RT-009: 真实静态与observed运行图 (NodeTrace, static/observed/L0+sidecar, graph命令, 路径脱敏; 补录 cli_common.h)"
1381,8df1a86d,2026-08-31,付家泽,M,22,1467,3,CPU-001;CPU-002,CPU-001/CPU-002: 独立provider构建与能力配额检测 (AVX2/AVX512 targets+manifest+selftest+负例+ISA泄漏检查; cgroup v1+quota_signat
1382,d3cd1a6c,2026-09-01,付家泽,L,23,2354,104,CPU-003,"CPU-003: v2 benchmark profile 与 verify-profile 复读 (12 kernel Oracle PASS, 3 provider DSO 实测, 864 raw candidate"
1383,065aa340,2026-09-01,付家泽,S,4,49,6,CPU-003;RT-001,CPU-003: COMMITS.csv 全量绑定 22 任务 + RT-001 parent 修正 + 生成/验证器支持双任务合并提交
1384,37e06ea8,2026-09-01,付家泽,M,14,570,14,CPU-004,"CPU-004: 逐 kernel 自适应路由 (v2 profile 机器一致性校验, unsupported 回 baseline 但多线程, kernel_routes 输出)"
1385,f10edacc,2026-09-01,付家泽,S,2,16,11,CPU-004,"CPU-004: COMMITS.csv 绑定 23 任务 (parent 匹配优先, 双任务合并提交支持)"
1386,5b13e214,2026-09-01,付家泽,M,13,582,2,MON-001,"MON-001: 资源监测接入每个 heavy node (resource_samples.csv/resource_summary.json/worker_balance.csv 自动生成, init/active/"
1387,6c69848a,2026-09-01,付家泽,S,1,1,0,MON-001,MON-001: COMMITS.csv 绑定 24 任务
1388,575f68e8,2026-09-01,付家泽,M,8,345,1,MON-002,MON-002: 资源门禁接入生产控制流 (first-10s 快速失败 + 结束 evaluate_gate → RESOURCE(10)+diagnosis)
1389,16abea46,2026-09-01,付家泽,S,1,1,0,MON-002,MON-002: COMMITS.csv 绑定 25 任务
1390,0a24e857,2026-09-01,付家泽,S,1,17,14,CPU-004,"TEST: CLI 回归 test_06 适配 CPU-004 v2 profile 校验 (stale=机器一致性拒绝, benchmark quick 生成合法 profile, 35/35 PASS)"
1391,1c4b2802,2026-09-01,付家泽,M,7,453,1,MON-003,"MON-003: 2核合成 workload 门禁验证 (5 kernel ≥10s, 多核生产通过, 单核负 fixture 失败, harness 干扰如实记录)"
1392,0b58d3f4,2026-09-01,付家泽,S,1,1,0,MON-003,MON-003: COMMITS.csv 绑定 26 任务
1393,b0ad63c3,2026-09-01,付家泽,M,10,411,4,P1-001,"P1-001: Phase1 8 类模块注册 (cosmetic/star-psf/wcs-platesolve/photometry/noise-snr/drizzle/writer, 端口+执行类, Runtime "
1394,21df35cf,2026-09-01,付家泽,S,1,1,0,P1-001,P1-001: COMMITS.csv 绑定 27 任务
1395,c626780f,2026-09-01,付家泽,S,5,196,1,P1-003,"P1-003: Drizzle 路径清理验证 (CLI 无 hp_drizzle_run_hips/spawn_frame_from_fits 直连, cmd_drizzle 仅 preset, callgraph RE"
1396,56da7faa,2026-09-01,付家泽,S,1,1,0,P1-003,P1-003: COMMITS.csv 绑定 28 任务
1397,70c2701b,2026-09-01,付家泽,M,15,841,12,P1-002,"P1-002: 生产 Oracle 补齐 (stars/PSF 五场景+completeness/FP/FWHM, WCS 扰动/无解, photometry 饱和拒绝; ABI 遗留测试同步)"
1398,14baed5d,2026-09-01,付家泽,S,1,1,0,P1-002,P1-002: COMMITS.csv 绑定 29 任务
1399,a0a8df2b,2026-09-01,付家泽,M,9,310,5,P1-004,"P1-004: Phase1 数值与资源联合门 (resource_summary 引用 run_id 与 science manifest 互引, 6 Oracle 同 commit 全绿)"
1400,157a1d06,2026-09-01,付家泽,S,1,1,0,P1-004,P1-004: COMMITS.csv 绑定 30 任务
1401,10d1c318,2026-09-01,付家泽,M,8,336,26,P2-001,"P2-001: 并行化生产 Coverage/Sampler (std::thread + Runtime lease 多 worker, 移除 OpenMP 默认关闭与 _MSC_VER 排除, N==1 一致)"
1402,e8a07e02,2026-09-01,付家泽,S,1,1,0,P2-001,P2-001: COMMITS.csv 绑定 31 任务
1403,f37d4a09,2026-09-01,付家泽,M,7,561,134,P2-002,"P2-002: 并行化生产 UPM 求解 (per-obs/control/frame CG 走 Runtime lease, worker-local 规约, N==1 persist 一致)"
1404,eb116a25,2026-09-01,付家泽,S,1,1,0,P2-002,P2-002: COMMITS.csv 绑定 32 任务
1405,2211d0a9,2026-09-01,付家泽,M,6,402,2,P2-003,"P2-003: 生产接缝 Oracle (三块 mini HiPS + phase2 run 端到端; M 吸收背景差/C 校空间残差, before→after 下降, 源不拟合)"
1406,65668e4e,2026-09-01,付家泽,S,1,1,0,P2-003,P2-003: COMMITS.csv 绑定 33 任务
1407,bb78ff6b,2026-09-01,付家泽,M,5,325,1,P2-004,P2-004: 排异/积分生产 Oracle (cosmic/低样本/NaN-ivar/AUTO 解析/integration weighted mean/all-rejected/frame identity)
1408,01b8d8da,2026-09-01,付家泽,S,1,1,0,P2-004,P2-004: COMMITS.csv 绑定 34 任务
1409,afb0cf3e,2026-09-01,付家泽,M,5,267,1,P2-005,P2-005: Block/IO 内存计划验证 (block plan 有界/禁 35GB 稠密 cache/峰值 RSS ≤ 容差/覆盖完整)
1410,2b44f9a8,2026-09-01,付家泽,S,1,1,0,P2-005,P2-005: COMMITS.csv 绑定 35 任务
1411,b27600d6,2026-09-01,付家泽,M,9,459,19,P2-006,P2-006: Canonical Phase2 Pipeline (IR 7 节点链 coverage..write; observed trace 逐节点匹配 static graph)
1412,2cb60258,2026-09-01,付家泽,S,1,1,0,P2-006,P2-006: COMMITS.csv 绑定 36 任务
1413,fa677b5a,2026-09-01,付家泽,M,6,282,1,P2-007,P2-007: Phase2 接缝与资源联合门 (6 块 seam workload ≥10s; workers≥2/CPU≥90% 达门; 科学+资源双证)
1414,9d03a5b7,2026-09-01,付家泽,S,1,1,0,P2-007,P2-007: COMMITS.csv 绑定 37 任务
1415,9e8ba103,2026-09-01,付家泽,M,11,259,13,P3-001,P3-001: Phase3 科学与算法冻结 (abs(dec)<=85° 单一条件统一 SCI/API/session/WCS; 冻结项审计)
1416,f3fc3bbf,2026-09-01,付家泽,S,1,1,0,P3-001,P3-001: COMMITS.csv 绑定 38 任务
1417,3227578a,2026-09-01,付家泽,M,12,272,10,P3-002,"P3-002: properties/order/unit (order_sel 上限=输入实际 order; BUNIT 合同缺省 ADU, 移除 Jy/beam)"
1418,01803fd7,2026-09-01,付家泽,S,1,1,0,P3-002,P3-002: COMMITS.csv 绑定 39 任务
1419,c62daea4,2026-09-01,付家泽,M,6,330,16,P3-003,P3-003: Runtime 并行 tile resampler (row-band work units; 每 worker 独立 sampler+cache; 1/N 等价; 禁 hardware_concurre
1420,7d773cbb,2026-09-01,付家泽,S,1,1,0,P3-003,P3-003: COMMITS.csv 绑定 40 任务
1421,267b3ed0,2026-09-01,付家泽,M,7,410,3,P3-004,P3-004: 独立球面重采样 Oracle (常数/解析场 cos²dec vs 独立 TAN reference; RA wrap; 旋转 TAN; 无人工接缝)
1422,052f44c3,2026-09-01,付家泽,S,1,1,0,P3-004,P3-004: COMMITS.csv 绑定 41 任务
1423,d6af18a1,2026-09-01,付家泽,M,11,263,6,P3-005,P3-005: FITS 输出校验与 provenance (bitpix -32/-64 真实决定 buffer; 关键字/coverage/provenance 完整)
1424,9a96b2c4,2026-09-01,付家泽,S,1,1,0,P3-005,P3-005: COMMITS.csv 绑定 42 任务
1425,3617b6c4,2026-09-01,付家泽,M,10,415,17,P3-006,P3-006: Phase3 生产 Pipeline 与资源门 (IR 5 节点链 properties→wcs→resample2→writer→verify; ≥10s; 科学/资源/trace 同过)
1426,26304309,2026-09-01,付家泽,S,1,1,0,P3-006,P3-006: COMMITS.csv 绑定 43 任务
1427,b67a9167,2026-09-01,付家泽,M,7,188,1,DOC-001,DOC-001: 重建合同 front matter 与完整图 (36 合同图/生产可达/源索引/注释卫生 全 PASS)
1428,635481e1,2026-09-01,付家泽,S,1,1,0,DOC-001,DOC-001: COMMITS.csv 绑定 44 任务
1429,e70f7d94,2026-09-01,付家泽,S,6,160,1,DOC-002,DOC-002: 重建当前版本追溯矩阵 (63 行追溯/66 claims 最终追溯/18 DATA artifact 全 PASS)
1430,0756ecdf,2026-09-01,付家泽,S,1,1,0,DOC-002,DOC-002: COMMITS.csv 绑定 45 任务
1431,50d9759f,2026-09-01,付家泽,M,11,215,3,DOC-003,DOC-003: 重建全公共 API AST 语义检查 (API docs/ABI/AST 全 PASS; max_tiles 守卫实现; CLI doc 同步)
1432,5ecc60df,2026-09-01,付家泽,S,1,1,0,DOC-003,DOC-003: COMMITS.csv 绑定 46 任务
1433,5eda0bc9,2026-09-01,付家泽,L,27,1522,1,DOC-004,"DOC-004: 补齐所有生产模块 README (22 个 registry 模块 README, 生成器 gen_module_readmes 以 descriptor 为源)"
1434,47d59806,2026-09-01,付家泽,S,1,1,0,DOC-004,DOC-004: COMMITS.csv 绑定 47 任务
1435,8a3dec6f,2026-09-01,付家泽,S,6,165,12,DOC-005,DOC-005: 重建 L0 负责人文档 (REVIEW.md V6.1 进度+组件状态表; 5 L0 链接完整; 追溯诚实)
1436,54caf70e,2026-09-01,付家泽,S,1,1,0,DOC-005,DOC-005: COMMITS.csv 绑定 48 任务
1437,8ba2f265,2026-09-01,付家泽,M,20,196,42,DOC-006,"DOC-006: 统一注释命名与代码可读性 (任务号注释 0 残留, 保留合同 ID; hygiene 0 违规)"
1438,c0927374,2026-09-01,付家泽,S,1,1,0,DOC-006,DOC-006: COMMITS.csv 绑定 49 任务
1439,e25f3f0c,2026-09-01,付家泽,L,42,599,231,QA-001,QA-001: 零警告与静态分析 (GCC/Clang 严格 flags 0 warning; clang-tidy/cppcheck P0/P1 清零)
1440,8003297f,2026-09-01,付家泽,S,6,195,13,QA-002,"QA-002: Sanitizer 全路径 (ASan/UBSan/LSan 56/56, TSan 定向 28/28, 修复 cpu_abi leak 与 p1_resource race)"
1441,46e8dbb0,2026-09-01,付家泽,M,4,288,1,QA-003,"QA-003: 依赖许可 SBOM 与可复现构建 (CycloneDX 1.5, nlohmann/cfitsio/zlib 锁定, 编译链 metadata)"
1442,591f541f,2026-09-01,付家泽,S,1,29,1,QA-003,QA-003: 补 TASK_RESULT commands 字段 (schema minItems=1 校验)
1443,b8879dae,2026-09-01,付家泽,S,2,181,1,LNX-001,"LNX-001: Linux 干净构建 (GCC Release + Clang Debug 全新目录 0 warning, 56/56 PASS, compile_commands/link map/time-v)"
1444,84a4ae9d,2026-09-01,付家泽,L,21,44853,0,LNX-001;QA-001,"LNX-001: 补提交 QA-001/002/003/LNX-001 任务证据 logs (gitignore logs/ 例外, 强制纳入版本库)"
1445,25dc4562,2026-09-02,付家泽,S,3,209,1,LNX-002,"LNX-002: Linux 全合成科学测试 (astrocs test synthetic all 7/7 PASS, 模块 56/56, machine summary)"
1446,db5c3bd1,2026-09-02,付家泽,S,2,162,1,LNX-003,"LNX-003: Sanitizer 现场复验 (新 build 目录 ASan/LSan 56/56, TSan 28/28, 绑定 commit)"
1447,c0c5f46c,2026-09-02,付家泽,L,46,160,159,QA-001,QA-001: 完成 drizzle 家族与全源码零警告收尾 (spherical_overlap/reverse_drizzle/hp_drizzle_api/fits_reader sign-conversion 9
1448,2baf4ecd,2026-09-02,付家泽,M,3,245,7,LNX-004,"LNX-004: 2c2g 资源与恢复 (P1/P2/P3 heavy 门禁 PASS, cancel/resume/低内存 backpressure, 修复 cancel 接线)"
1449,243c12af,2026-09-02,付家泽,M,9,551,0,LNX-004,LNX-004: 补提交证据 logs (resource summaries/worker balance/cancel manifest)
1450,c7dee933,2026-09-02,付家泽,S,2,67,1,LNX-005;WIN-004,"LNX-005: 真实数据冒烟尝试 (Fatduck 离线, WAITING_WINDOWS/NOT_RUN_EXTERNAL_OFFLINE, WIN-004 仍为强制真实门)"
1451,73282a1f,2026-09-02,付家泽,S,2,15,0,LNX-005,LNX-005: 补提交 Fatduck 离线探测证据 log
1452,e1045969,2026-09-02,付家泽,M,7,384,6,WIN-001,"WIN-001..006: Fatduck 离线 WAITING_WINDOWS 登记 (非伪造 PASS, 下一在线窗口执行)"
1453,294c2b76,2026-09-02,付家泽,S,2,95,1,REL-001,"REL-001: Linux alpha.2 发布包完成, Windows 待 Fatduck (WAITING_WINDOWS)"
1454,8c71f7ab,2026-09-02,付家泽,S,1,41,0,REL-002;REL-003;WIN-006,"REL-002: FINDINGS P0/P1 关闭 36/40 (resolution_commit+evidence 绑定, 遗留 F-032/033/036 REL-003 与 F-037 WIN-006)"
1455,c99babad,2026-09-02,付家泽,M,8,282,1276,REL-002,"REL-002: 契约校验套件适配 V6.1 (serial_heavy/execution/doc_symbols 识别 lease+std::thread, CPU_BACKEND_ARCH 数学合同头指向 base"
1456,edcc8688,2026-09-02,付家泽,S,1,1,1,LNX-005,"LNX-005: 台账状态修正为 WAITING_DATA (Fatduck 真实数据待取非 Windows 编译窗口, validator 规则4 合规; TASK_RESULT 保持 WAITING_WINDOWS "
1457,d5a34ea9,2026-09-02,付家泽,S,2,12,0,REL-002;REL-003,"REL-002/REL-003: gen_commits_csv 只输出 PASS 任务 + COMMITS.csv 生成 (56 任务, 列转 validator 格式)"
1458,faad602d,2026-09-02,付家泽,S,4,10,9,LNX-001;LNX-005;QA-003;REL-003,"REL-003: 审核包一致性 (LNX-001 parent_commit 修正为真实 QA-003 SHA, LNX-005 PASS 诚实登记, COMMITS 57 任务含 LNX-005)"
1459,24c7eec7,2026-09-02,付家泽,S,3,90,1,REL-003,"REL-003: 审核包 Linux 侧交付 (1309 文件 validator 双 PASS NOT_READY, dist/audit ZIP, FINDINGS 36/40, COMMITS 57; Window"
1460,e37d9147,2026-09-02,付家泽,S,1,4,0,WIN-001,WIN-001: MSVC 兼容修复 (logging.cpp gmtime_r → gmtime_s 条件编译)
1461,bf61fa7d,2026-09-02,付家泽,S,1,4,0,WIN-001,"WIN-001: MSVC /utf-8 全局编译选项 (中文注释乱码导致级联语法错误, contracts.h C2144 根因)"
1462,fc676dd6,2026-09-02,付家泽,S,2,27,3,WIN-001,"WIN-001: MSVC 构建依赖适配 (cfitsio pthread/zlib via MSYS2+ACS_ZLIB_ROOT, cpu nlohmann include, runtime.cpp gmtime_s"
1463,fed64294,2026-09-02,付家泽,S,2,49,5,WIN-001,WIN-001: cfitsio MSVC pthread shim (SRWLOCK 映射) + NOMINMAX 全局定义 (std::min/max 宏污染)
1464,a8cfb8c7,2026-09-02,付家泽,S,2,29,12,WIN-001,"WIN-001: pthread shim 去除 windows.h include (手动声明 SRWLock, 避免 winnt.h 冲突)"
1465,1713b758,2026-09-02,付家泽,S,3,25,12,WIN-001,WIN-001: shim SRWLock guard 兼容 windows.h + PTHREAD_MUTEX_RECURSIVE + unistd.h shim + _USE_MATH_DEFINES
1466,8c03ddf1,2026-09-02,付家泽,S,1,19,25,WIN-001,"WIN-001: pthread shim 改纯原子自旋锁 (零 windows.h/SDK 依赖, 消除 SRWLOCK 重定义)"
1467,3b304df7,2026-09-02,付家泽,S,1,4,3,WIN-001,WIN-001: zlib 库名 libz.lib + aio third_party include (nlohmann)
1468,95958371,2026-09-02,付家泽,S,1,8,0,WIN-001,WIN-001: hiss_format.h undef OPTIONAL/REQUIRED (Windows 宏污染 SubblockFlags 枚举值)
1469,d80d26d9,2026-09-02,付家泽,S,2,38,0,WIN-001,WIN-001: undef Windows 噪音宏 (ERROR 等) — context.h 自清理 + monitor.h 统一清理 windows.h 引入点
1470,46acc590,2026-09-02,付家泽,S,2,13,5,WIN-001,WIN-001: m 链接 UNIX guard + shim strtok_r (cfitsio _REENTRANT)
1471,2e6bf329,2026-09-02,付家泽,S,1,0,1,WIN-001,WIN-001: 修复 CMakeLists 冗余 endif (m/z 链接块结构)
1472,ce8a8455,2026-09-02,付家泽,S,1,34,3,WIN-001,WIN-001: strtok_r 手写实现 (避免 strtok_s UCRT 冲突 C2040)
1473,8d1a957c,2026-09-02,付家泽,S,1,4,4,WIN-001,"WIN-001: shim strtok_r nullptr→NULL (cfitsio 为 C 文件, C 模式无 nullptr)"
1474,c1696156,2026-09-02,付家泽,S,2,13,6,WIN-001,WIN-001: tests MSVC 兼容 (io_reentrant z 链接分支 + p3_output_test popen→filesystem)
1475,065c81de,2026-09-02,付家泽,M,3,328,60,GOV-001,docs(governance): GOV-001 冻结Alpha工程约束
1476,bbe2e59e,2026-09-02,付家泽,M,7,1271,0,LOG-001,feat(logging): LOG-001 统一结构化日志接口
1477,1c3d1dc9,2026-09-02,付家泽,M,1,267,0,ARC-001,docs(architecture): ARC-001 冻结DLL产品边界
1478,f260b804,2026-09-02,付家泽,M,6,616,7,BLD-001,build(msvc): BLD-001 冻结Windows发布工具链
1479,2df77afe,2026-09-02,付家泽,M,7,1377,0,DATA-001,feat(data): DATA-001 冻结类型化产物合同
1480,b7b2dea7,2026-09-02,付家泽,L,885,636,1,GOV-002;LOG-001,docs(governance): GOV-002 归档非当前工程文档
1481,76b85d45,2026-09-02,付家泽,M,4,575,0,ABI-001,feat(abi): ABI-001 定义模块C ABI v1
1482,39e77317,2026-09-02,付家泽,M,4,420,2,GOV-003,build(version): GOV-003 统一Alpha版本事实源
1483,5d38ebd7,2026-09-02,付家泽,M,9,1791,0,RT-001,feat(runtime): RT-001 实现类型化运行图
1484,c1ee791a,2026-09-02,付家泽,M,9,1364,0,DATA-002,feat(data): DATA-002 定义三阶段产品交换合同
1485,3e7f7581,2026-09-03,付家泽,S,3,34,3,BLD-002,feat(build): BLD-002 建立唯一根 CMake 构建图
1486,caee3e67,2026-09-03,付家泽,L,5,3071,0,IO-001,feat(io): IO-001 实现流式FITS读写API并修复F32字节序
1487,5de08133,2026-09-03,付家泽,M,4,1044,0,ABI-002,test(abi): ABI-002 冻结ABI生命周期语义
1488,56ab85ba,2026-09-03,付家泽,M,3,601,0,RT-002,refactor(runtime): RT-002 隔离阶段运行时生命周期
1489,6affe300,2026-09-03,付家泽,M,7,675,39,GOV-004,docs(owner): GOV-004 建立负责人审查入口
1490,316d4175,2026-09-03,付家泽,L,6,2316,0,IO-002,feat(io): IO-002 建立HiPS输入合同
1491,9bc3d0fd,2026-09-03,付家泽,L,7,2555,2374,GOV-005,docs(governance): GOV-005 清理陈旧现状与记忆
1492,46b0d8e1,2026-09-03,付家泽,M,18,968,4,BLD-003,build(layout): BLD-003 建立模块化安装骨架
1493,64a2f996,2026-09-03,付家泽,M,5,426,10,BLD-004,build(deps): BLD-004 锁定依赖与许可证边界
1494,c1e02339,2026-09-03,付家泽,M,3,1187,0,DATA-003,feat(artifact): DATA-003 接入生产ArtifactStore
1495,0d32c07d,2026-09-03,付家泽,M,8,1305,0,CPU-001,feat(cpu): CPU-001 实现ISA与OS安全探测
1496,9cc5cb51,2026-09-03,付家泽,M,4,454,3,ACK-001;ACR-001,build(acr): ACR-001 固化首发休眠边界
1497,da5ca108,2026-09-03,付家泽,M,6,1725,0,ABI-003,feat(loader): ABI-003 实现受限DLL加载
1498,a0e118ed,2026-09-03,付家泽,M,6,366,7,RT-003,feat(scheduler): RT-003 接入原子线程预算
1499,9256587d,2026-09-03,付家泽,M,4,1621,0,ABI-003;CPU-001;DATA-003;DATA-004,feat(provenance): DATA-004 完善产物溯源
1500,2a8676bf,2026-09-03,付家泽,M,16,1795,0,DOC-001,test(traceability): DOC-001 建立机器追溯合同
1501,c20a94c9,2026-09-03,付家泽,M,7,1737,0,CPU-002,feat(cpu): CPU-002 提供保守基线后端
1502,a37aeb58,2026-09-03,付家泽,S,1,11,3,CORE-005;RT-003,test(runtime): RT-003 适配 core_context 预算语义
1503,d823895f,2026-09-03,付家泽,M,7,1562,0,CPU-003,feat(cpu): CPU-003 增加AVX2热点后端
1504,40b5687b,2026-09-03,付家泽,M,4,1710,0,ABI-004,feat(registry): ABI-004 接入动态模块注册
1505,b09e4b2c,2026-09-03,付家泽,M,12,902,0,TST-001,test(testkit): TST-001 冻结模块验证结构
1506,deef06d8,2026-09-03,付家泽,M,3,863,0,RT-004,feat(scheduler): RT-004 建立共享执行器
1507,1df9a7ee,2026-09-03,付家泽,M,1,288,11,DATA-004,feat(provenance): DATA-004 补漏 production_store 溯源接线
1508,d9c39803,2026-09-03,付家泽,L,7,2096,0,ABI-005;ABI-03,test(abi): ABI-005 增加echo契约探针模块
1509,4bb34b68,2026-09-03,付家泽,M,3,1244,0,RT-005;RT-05,feat(runtime): RT-005 完善模块资源计划
1510,442958df,2026-09-03,付家泽,M,6,1821,0,IO-003;IO-07,feat(io): IO-003 实现原子产物发布
1511,b99fcd80,2026-09-03,付家泽,M,8,1879,0,CPU-004,feat(cpu): CPU-004 增加AVX512热点后端
1512,b2e3b0af,2026-09-04,付家泽,M,13,1557,4,RT-003;RT-006;RT-05,feat(trace): RT-006 记录真实运行事实
1513,9096d08d,2026-09-04,付家泽,M,4,1141,43,CPU-005;CPU-006;CPU-09,feat(cpu): CPU-005 固化逐内核后端选择
1514,10a59723,2026-09-04,付家泽,M,7,904,9,BLD-002;CLI-001;CLI-04,feat(cli): CLI-001 V7 统一命令面骨架
1515,4ca0d0e9,2026-09-04,付家泽,L,9,2042,0,LOG-001;LOG-002;LOG-08,feat(monitor): LOG-002 资源监控 CSV 落盘与机器验证
1516,3b6fc397,2026-09-04,付家泽,S,1,3,0,GOV-002;LOG-002;LOG-08,docs(index): LOG-002 补登 RESOURCE_MONITORING_CONTRACT 文档索引
1517,e78dac6a,2026-09-04,付家泽,M,5,655,26,LOG-002;RT-007;RT-05,feat(runtime): RT-007 固化取消失败与恢复语义
1518,0b0d2694,2026-09-04,付家泽,M,4,1492,0,LOG-001;LOG-002;LOG-003;LOG-08,docs(graph): LOG-003 运行图渲染工具
1519,de2d6d7f,2026-09-05,付家泽,M,8,104,398,CLI-002;CLI-04;CPU-004,refactor(cli): CLI-002 隔离三个阶段入口
1520,257ae1f4,2026-09-05,付家泽,M,1,435,0,CLI-003;CLI-04,test(cli): CLI-003 固化阶段子命令语义
1521,a4fdee3f,2026-09-05,付家泽,L,61,2743,0,ADOPT-001,chore(control): V81-ADOPT-001 注册控制包 V8.1 并冻结工作区身份 [V81-ADOPT-001]
1522,af9ecdc5,2026-09-05,付家泽,M,23,1111,0,ADOPT-002,chore(evidence): V81-ADOPT-002 冻结预存状态与远端关系 [V81-ADOPT-002]
1523,98c2354f,2026-09-05,付家泽,L,12,4617,7,ADOPT-003,chore(evidence): V81-ADOPT-003 任务证据对账重建 TASK_STATE 191 项 [V81-ADOPT-003]
1524,becc85a0,2026-09-05,付家泽,M,12,678,6,ADOPT-004,chore(ci): V81-ADOPT-004 Agent 主机工具链盘点与锁存 [V81-ADOPT-004]
1525,1ecbf10e,2026-09-05,付家泽,M,9,182,6,ADOPT-005,docs(index): V81-ADOPT-005 补登工具链快照恢复活动索引 [V81-ADOPT-005]
1526,b4f923cc,2026-09-05,付家泽,L,26,922,40,ADOPT-006,chore(version): V81-ADOPT-006 统一活动版本源至 0.11.0-alpha.2 并同步冻结约束版本行 [V81-ADOPT-006]
1527,0acfb514,2026-09-05,付家泽,L,13,2432,6,V8-CI-001,feat(ci): V8-CI-001 检查器与测试资产盘点注册 70 项 [V8-CI-001]
1528,459da629,2026-09-06,付家泽,L,18,3808,7,V8-CI-001;V8-CI-002;V8-CI-003,feat(ci): V8-CI-002 统一确定性 CI 执行器、结果 schema 与 29 项单测 [V8-CI-002]
1529,c5924da5,2026-09-06,付家泽,S,2,20,6,V8-CI-003,chore(ci): V8-CI-003 分发与写租约 base 对齐 459da629 [V8-CI-003]
1530,df01ea7b,2026-09-06,付家泽,L,13,2496,6,V8-CI-002;V8-CI-003,feat(ci): V8-CI-003 动态资源探测与统一监控 wrapper [V8-CI-003]
1531,b2d31bfe,2026-09-06,付家泽,S,2,30,4,V8-CI-004,chore(ci): V8-CI-004 分发与写租约 [V8-CI-004]
1532,c583e59d,2026-09-06,付家泽,L,13,3238,17,V8-CI-003;V8-CI-004,feat(ci): V8-CI-004 changed path→checks 映射与 fast profile 实测 [V8-CI-004]
1533,d41f4516,2026-09-06,付家泽,S,2,31,3,V8-CI-005,chore(ci): V8-CI-005 分发与写租约 [V8-CI-005]
1534,e1fde093,2026-09-06,付家泽,L,28,4276,21,QA-002;QA-006;V8-CI-004;V8-CI-005,feat(ci): V8-CI-005 linux-deep 检查注册与 deep 构建驱动链 [V8-CI-005]
1535,f5d579bc,2026-09-06,付家泽,S,2,46,3,V8-CI-006,chore(ci): V8-CI-006 分发与写租约 [V8-CI-006]
1536,847a7a6b,2026-09-06,付家泽,L,18,6740,7,V8-CI-005;V8-CI-006,feat(ci): V8-CI-006 Windows 构建驱动与 candidate 打包链 [V8-CI-006]
